group,sheep_id,record_date,record_num,M,A,phi,r_squared,percent_1_min,percent_1_max,percent_5_min,percent_5_max,percent_10_min,percent_10_max,percent_20_min,percent_20_max,percent_30_min,percent_30_max,percent_40_min,percent_40_max,percent_45_min,percent_45_max
M,M0142,2023-03-02,288,40.19327549644841,0.5921273786129874,1.3859604641720595,0.5610726434338378,38.97289656730875,41.13225755411291,39.25007086164383,41.01532464869031,39.53417451333728,40.968551486521264,39.674493999844415,40.820436472985975,39.78363137823884,40.50861539185901,40.0330882431404,40.36829590535187,40.12778946037156,40.29813616209832
M,M0142,2023-03-03,288,40.043780024995876,0.4930856854527874,1.384465646066844,0.4360857933802603,38.84037260782982,40.92177832435222,38.95730551325242,40.820436472985975,39.3158997565484,40.76586778378875,39.62772083767537,40.578775135112565,39.814813486351525,40.31372721615468,39.93174639177416,40.19019809555437,40.00190613502771,40.136229062282396
M,M0142,2023-03-04,288,39.61937042070233,0.32876728890562673,-0.981988675771681,0.49582200889396866,38.83257708080164,40.26695405398563,39.15219368895676,40.14222562153485,39.183375797069445,40.07986140530944,39.30810422952023,39.93174639177416,39.40165055385832,39.83820006743606,39.49519687819641,39.73685821606979,39.54976556739364,39.674493999844415
M,M0142,2023-03-05,288,39.498309675446656,0.23487168881518392,-0.01899907478293041,0.41943923429205676,38.94950998622424,40.056474824224935,39.058647364618665,39.85379112149242,39.0820339457032,39.807017959323375,39.26912659437936,39.72126716201346,39.33429720033491,39.682289526872594,39.43283266197104,39.61524799443029,39.47960582414005,39.565668442531106
M,M0142,2023-03-06,288,39.5652889519447,0.31792275846925994,0.2263360605493303,0.603078579946644,38.909882723831025,40.18899878370389,39.07423841867502,39.9785195539432,39.15219368895676,39.923950864745976,39.30030870249208,39.7992224322952,39.4094460808865,39.73685821606979,39.50299240522459,39.690085053900745,39.55756109442181,39.62772083767537
M,M0142,2023-03-07,288,39.57160928375382,0.35707758783143995,1.1351073380215764,0.38958112042824744,38.92612340513973,40.54759302699988,39.03526078353416,40.34490932426736,39.09450678894828,40.18899878370389,39.183375797069445,39.947337445830485,39.30810422952023,39.76804032418251,39.43283266197104,39.61212978361901,39.46401477008372,39.541970040365456
M,M0142,2023-03-08,288,39.453945547667736,0.44880913016304197,0.8908266303590068,0.574523628161439,38.438643114977914,40.25915852695745,38.609105305993985,40.04867929719676,38.83257708080164,39.947337445830485,39.10542052678771,39.83040454040788,39.26912659437936,39.690085053900745,39.40165055385832,39.61212978361901,39.44842371602736,39.55756109442181
M,M0142,2023-03-09,288,39.881833364538835,0.4057966238572997,1.6266518778925108,0.5513130679335437,39.10542052678771,40.64113935133797,39.26912659437936,40.5397974999717,39.4094460808865,40.41506906752092,39.50299240522459,40.25136299992927,39.62772083767537,40.12663456747849,39.71347163498528,40.00190613502771,39.7992224322952,39.95513297285866
M,M0142,2023-03-10,288,39.86770397182144,0.27051165309652536,0.5987090411326322,0.18009520407468382,38.98848762136511,40.63334382430979,39.050851837590514,40.50861539185901,39.12101158084407,40.438455648605455,39.43947329610613,40.305931689126496,39.690085053900745,40.15002114856303,39.7992224322952,40.04867929719676,39.85379112149242,39.99004337650656
M,M0142,2023-03-11,288,39.430531898785624,0.03316027342863989,-0.2662803734967304,0.009503126332881529,38.88714576999884,39.9161553377178,39.050851837590514,39.8226090133797,39.11728328530885,39.76804032418251,39.183375797069445,39.65110741875988,39.27692212140754,39.5887432025345,39.37826397277381,39.48740135116823,39.4094460808865,39.45621924305554
M,M0142,2023-03-12,288,39.63397349997902,0.38958740370253614,1.2092896611960453,0.6073889320351668,39.08982947273138,40.4852288107745,39.19117132409762,40.25915852695745,39.23014895923849,40.16561220261936,39.292513175463895,40.02529271611225,39.33928633763294,39.791426905267016,39.49519687819641,39.66669847281624,39.565356621449965,39.62772083767537
M,M0142,2023-03-13,287,39.844873124275104,0.69522717838421,1.7018961205220773,0.6641428636704554,38.5129604726465,40.820436472985975,38.7888543422523,40.68011698647884,39.01187420244962,40.60995724322528,39.36267291871745,40.46963775671814,39.4718102971119,40.321522743182825,39.5887432025345,40.15781667559118,39.64331189173173,40.01749718908407
M,M0142,2023-03-14,288,39.78628402285247,0.24741946637966541,-1.2199181433335156,0.2027297597883737,38.98568123163498,40.52420644591537,39.11321605381589,40.446251175633634,39.26912659437936,40.321522743182825,39.43283266197104,40.14222562153485,39.573152148478144,40.00190613502771,39.65890294578806,39.90835981068962,39.71953482267386,39.84599559446424
M,M0142,2023-03-15,288,39.50556384643181,0.33667268345722634,1.6254570937773136,0.6114224215274657,38.801394972688925,40.21916408394333,38.97289656730875,40.11104351342213,39.11321605381589,40.025970588027725,39.292513175463895,39.703981428168376,39.37826397277381,39.5887432025345,39.425037134942855,39.5263789863091,39.44062818899919,39.49714575995345
M,M0142,2023-03-16,288,39.85162569732841,0.5154038607857773,-1.2167665314605964,0.5097532320909984,38.85596366188615,40.88280068921135,39.15219368895676,40.6957080405352,39.28471764843572,40.63334382430979,39.41724160791468,40.446251175633634,39.47960582414005,40.13443009450667,39.5887432025345,39.85379112149242,39.65110741875988,39.814813486351525
M,M0142,2023-03-17,288,39.71636788981863,0.40386652788212585,1.3398980597074255,0.5721985749596825,38.933918932167884,40.4228645945491,39.08359305110883,40.337113797239184,39.23794448626667,40.24356747290109,39.40165055385832,40.07986140530944,39.48740135116823,39.9785195539432,39.54976556739364,39.86904323959101,39.59653872956268,39.78363137823884
M,M0142,2023-03-18,288,39.427446169337074,0.14761886422840345,0.1598264110268129,0.18409090463226063,38.83257708080164,39.9785195539432,39.0196697294778,39.807017959323375,39.13660263490043,39.72126716201346,39.19117132409762,39.63239815389226,39.28471764843572,39.58562499172322,39.37046844574563,39.51078793225277,39.4094460808865,39.47960582414005
M,M0142,2023-03-19,288,39.461253854261365,0.19043694612997253,0.897999753128752,0.18393633834756518,38.528551526702856,40.2123853647884,38.91832787811156,40.10324798639398,39.13660263490043,39.83040454040788,39.24574001329485,39.690085053900745,39.30810422952023,39.60433425659083,39.38605949980199,39.51078793225277,39.44062818899919,39.48740135116823
M,M0142,2023-03-20,288,39.72475890849479,0.29286620366539695,-0.7619150976494055,0.31013418952579785,39.09762499975953,40.68011698647884,39.23014895923849,40.58657066214074,39.32369528357658,40.28254510804196,39.41724160791468,40.04867929719676,39.49519687819641,39.79291176755811,39.59653872956268,39.73685821606979,39.65890294578806,39.71347163498528
M,M0142,2023-03-21,288,40.01568364633729,0.5249397167893421,1.6683235109282166,0.579479419279829,39.33928633763294,41.225803878451,39.51078793225277,41.13225755411291,39.565356621449965,41.00752912166213,39.65110741875988,40.47149383458199,39.72906268904164,40.12663456747849,39.791426905267016,39.86158664852057,39.8226090133797,39.83597277399944
M,M0142,2023-03-22,288,39.61069519012398,0.41986982490122016,0.6402536019511964,0.5968569834677044,38.801394972688925,40.37609143238005,38.86375918891433,40.173407729647536,38.94950998622424,40.07986140530944,39.25353554032303,39.86938217554875,39.50299240522459,39.7992224322952,39.573152148478144,39.74465374309797,39.64331189173173,39.72126716201346
M,M0142,2023-03-23,288,39.63996901816241,0.333387549984553,0.6937691172808962,0.424071642779972,38.5129604726465,40.22018089181658,38.76698712925425,40.07206587828127,39.163752573860606,40.03379692741569,39.48740135116823,39.947337445830485,39.541970040365456,39.84599559446424,39.59653872956268,39.73685821606979,39.61992531064719,39.69788058092893
M,M0142,2023-03-24,288,39.6997076575733,0.2394003478841804,-1.287361519847954,0.36006232858146914,39.09762499975953,40.29813616209832,39.24574001329485,40.18120325667572,39.35487739168927,40.07986140530944,39.46401477008372,39.9785195539432,39.51078793225277,39.88497322960511,39.5887432025345,39.75244927012615,39.61212978361901,39.682289526872594
M,M0142,2023-03-25,288,39.50752626208993,0.1983308601613102,1.0295302206015278,0.4201507487892313,38.98848762136511,39.90835981068962,39.21455790518216,39.85963776676354,39.25353554032303,39.80896684108041,39.30810422952023,39.732960452555716,39.37046844574563,39.65695406403102,39.425037134942855,39.55756109442181,39.44062818899919,39.50299240522459
M,M0142,2023-03-26,288,39.395343755950115,0.11762589446879862,1.0558910771724974,0.2452611311916173,39.06644289164685,39.83040454040788,39.09762499975953,39.61992531064719,39.12880710787225,39.5887432025345,39.24574001329485,39.541970040365456,39.33149081060476,39.48740135116823,39.36267291871745,39.44842371602736,39.38605949980199,39.425037134942855
M,M0142,2023-03-27,288,39.29402897238604,0.2697115755508977,1.5696894706887143,0.28045317740238895,38.82478155377346,40.50861539185901,38.9027368240552,40.18120325667572,38.95730551325242,39.7673316399072,39.050851837590514,39.44842371602736,39.08982947273138,39.33928633763294,39.15219368895676,39.26912659437936,39.175580270041294,39.23014895923849
M,M0142,2023-03-28,288,39.37151055612959,0.20116248813272786,-0.5077078095595569,0.22325605819271332,38.88714576999884,40.01749718908407,38.95730551325242,39.90835981068962,38.98848762136511,39.76804032418251,39.06644289164685,39.65110741875988,39.12101158084407,39.58094767550632,39.22235343221034,39.4718102971119,39.32369528357658,39.41724160791468
M,M0142,2023-03-29,288,39.3094576196293,0.1680083135850388,1.1358463649389903,0.35902792649039106,38.91832787811156,39.71347163498528,39.01187420244962,39.65606820868691,39.058647364618665,39.62842952195066,39.13660263490043,39.49519687819641,39.175580270041294,39.4094460808865,39.23014895923849,39.33928633763294,39.25353554032303,39.30810422952023
M,M0142,2023-03-30,288,39.508730779286964,0.35283004173309684,0.6635646362368101,0.4300074102394926,39.00407867542147,40.50081986483083,39.058647364618665,40.35270485129554,39.08982947273138,40.16561220261936,39.175580270041294,39.744314807140235,39.26133106735121,39.66839315260496,39.33149081060476,39.51078793225277,39.36267291871745,39.47960582414005
M,M0142,2023-03-31,288,39.412829556158954,0.29268252817487445,0.2177258266461456,0.5153502954423146,38.85596366188615,40.204589837760224,38.99628314839329,39.939541918802334,39.058647364618665,39.807017959323375,39.16778474301312,39.65110741875988,39.23014895923849,39.53417451333728,39.30810422952023,39.46401477008372,39.33149081060476,39.4094460808865
M,M0142,2023-04-01,288,39.352820238725556,0.17430211287023256,-0.27746328432562717,0.3094300776745401,38.95730551325242,39.95513297285866,39.06644289164685,39.88497322960511,39.11321605381589,39.60433425659083,39.175580270041294,39.4718102971119,39.23014895923849,39.41724160791468,39.292513175463895,39.37046844574563,39.30810422952023,39.35487739168927
M,M0142,2023-04-02,288,39.15874409708181,0.22516838626860863,1.0597232786547859,0.4738700360362871,38.82478155377346,39.75244927012615,38.84816813485797,39.62772083767537,38.87155471594251,39.50299240522459,38.941714459196064,39.32369528357658,39.01187420244962,39.23794448626667,39.0820339457032,39.19117132409762,39.10542052678771,39.183375797069445
M,M0142,2023-04-03,288,39.36694963146211,0.21097513018605227,-1.122800784496907,0.23618218236980015,38.76241733754806,40.07206587828127,38.9027368240552,39.90056428366144,38.97289656730875,39.814813486351525,39.12101158084407,39.674493999844415,39.16778474301312,39.48740135116823,39.26133106735121,39.4094460808865,39.292513175463895,39.34708186466112
M,M0142,2023-04-04,288,39.60965307971944,0.2563609430230081,-1.364539271733466,0.2534364702115557,38.75754513315545,40.337113797239184,39.00407867542147,40.15781667559118,39.159989215984936,40.06427035125312,39.24574001329485,39.96292849988684,39.40165055385832,39.83820006743606,39.507864609617194,39.72906268904164,39.565356621449965,39.690085053900745
M,M0142,2023-04-05,288,39.482664485786536,0.12769849407228956,0.9680128861843619,0.0715101056012254,38.89494129702702,40.25136299992927,39.03526078353416,40.04088377016858,39.08982947273138,39.9785195539432,39.16778474301312,39.7992224322952,39.23014895923849,39.674493999844415,39.32369528357658,39.55756109442181,39.37826397277381,39.49519687819641
M,M0142,2023-04-06,288,39.640970526831246,0.6133916526399672,1.5333810566163968,0.7590435587734485,38.71564417537904,40.49640239951488,38.84816813485797,40.36829590535187,38.98848762136511,40.29034063507014,39.16778474301312,40.15625757018555,39.28471764843572,40.04088377016858,39.44062818899919,39.86158664852057,39.541970040365456,39.75244927012615
M,M0142,2023-04-07,288,39.41231526791772,0.16782847031551146,0.2218753688059619,0.14260658237400292,38.85596366188615,40.056474824224935,38.941714459196064,39.939541918802334,39.01187420244962,39.83040454040788,39.08982947273138,39.7056761079571,39.19117132409762,39.60433425659083,39.30030870249208,39.50299240522459,39.33928633763294,39.46401477008372
M,M0142,2023-04-08,288,39.428637152632945,0.11457015314415787,-1.1742503632199963,0.14610590202623686,39.0820339457032,39.83040454040788,39.10542052678771,39.75244927012615,39.13660263490043,39.71347163498528,39.20676237815398,39.64331189173173,39.26133106735121,39.5887432025345,39.34708186466112,39.49519687819641,39.38605949980199,39.46401477008372
M,M0142,2023-04-09,288,39.445960546032794,0.4475066627968575,1.4787871539330704,0.7249980891755724,38.87935024297069,40.204589837760224,38.98069209433693,40.16561220261936,39.058647364618665,40.06427035125312,39.13660263490043,39.86158664852057,39.186494007880725,39.64331189173173,39.23794448626667,39.4094460808865,39.28471764843572,39.37046844574563
M,M0142,2023-04-10,288,39.37918427804865,0.3010496019627954,-0.980241855499847,0.5058675638357236,38.933918932167884,40.13443009450667,39.03526078353416,40.04088377016858,39.0820339457032,39.90835981068962,39.159989215984936,39.65890294578806,39.1989668511258,39.41724160791468,39.23794448626667,39.33928633763294,39.25353554032303,39.31018303672774
M,M0142,2023-04-11,288,39.277639418165336,0.4652550632610875,-0.9863413365504538,0.6317174519872213,38.6922575942945,40.61775277025343,38.82478155377346,39.9908624717378,38.91832787811156,39.87782732982927,38.9651010402806,39.682289526872594,39.00407867542147,39.51078793225277,39.043056310562335,39.159989215984936,39.06644289164685,39.10542052678771
M,M0142,2023-04-12,288,39.374095531237906,0.4572005107272335,-1.1228873053123956,0.6848460229413534,38.73903075646355,40.26695405398563,38.801394972688925,40.07986140530944,38.87935024297069,39.93174639177416,39.043056310562335,39.74465374309797,39.12101158084407,39.5951213610121,39.20676237815398,39.44842371602736,39.23014895923849,39.37826397277381
M,M0142,2023-04-13,288,39.38394821123171,0.6002203206068837,1.4521165752769547,0.7110865753815632,38.65327995915364,40.4228645945491,38.73123522943537,40.305931689126496,38.76241733754806,40.196794310732045,38.9027368240552,39.84599559446424,39.0196697294778,39.66669847281624,39.10542052678771,39.45621924305554,39.21455790518216,39.37826397277381
M,M0142,2023-04-14,288,39.475220840186836,0.2908032140301677,-1.4476492481125143,0.34753911409285765,38.62989337806913,40.34490932426736,38.84816813485797,40.02529271611225,39.01187420244962,39.90056428366144,39.1989668511258,39.76804032418251,39.28471764843572,39.690085053900745,39.37826397277381,39.573152148478144,39.425037134942855,39.53417451333728
M,M0142,2023-04-15,288,39.52340152807076,0.3803556396068552,1.6224750611800445,0.6499278781892512,39.0196697294778,40.35270485129554,39.0820339457032,40.10324798639398,39.159989215984936,40.04088377016858,39.23794448626667,39.90056428366144,39.30810422952023,39.682289526872594,39.36267291871745,39.5263789863091,39.38605949980199,39.43283266197104
M,M0142,2023-04-16,288,39.64880665557458,0.6584735083972951,1.8550558407263966,0.6684974350429009,38.88714576999884,40.99973359463395,38.94950998622424,40.89059621623953,38.98069209433693,40.65673040539433,39.159989215984936,40.06427035125312,39.33928633763294,39.76804032418251,39.425037134942855,39.5887432025345,39.46401477008372,39.53417451333728
M,M0142,2023-04-17,288,39.53853242948845,0.7089899544133105,-1.0589472230776407,0.6755488758293622,38.76241733754806,40.82823200001416,38.87935024297069,40.74248120270424,38.92612340513973,40.64113935133797,38.99628314839329,40.13443009450667,39.08982947273138,39.69788058092893,39.19117132409762,39.59653872956268,39.24574001329485,39.43283266197104
M,M0142,2023-04-18,288,39.44265827416285,0.3231762167730994,1.6584053921656507,0.5685521903379092,38.778008391604416,40.04867929719676,39.050851837590514,39.90056428366144,39.08982947273138,39.85379112149242,39.15219368895676,39.768577946736166,39.21455790518216,39.66669847281624,39.30030870249208,39.5263789863091,39.33149081060476,39.45621924305554
M,M0142,2023-04-19,288,39.535663242457204,0.5228046183848574,-1.2064320781458509,0.7595331335970763,38.95730551325242,40.438455648605455,39.00407867542147,40.27474958101381,39.043056310562335,40.0954524593658,39.12880710787225,39.96292849988684,39.20676237815398,39.86158664852057,39.292513175463895,39.65890294578806,39.33149081060476,39.44842371602736
M,M0142,2023-04-20,288,39.467858397993425,0.41688228375210157,-1.1879922199621502,0.47641854279473417,38.9651010402806,40.74248120270424,39.06644289164685,40.570979608084414,39.08982947273138,40.16561220261936,39.175580270041294,39.71347163498528,39.21455790518216,39.50299240522459,39.24574001329485,39.37826397277381,39.28471764843572,39.33928633763294
M,M0142,2023-04-21,288,39.567007757363214,0.5332905625780959,-0.8256514335137609,0.5904130591303073,38.94950998622424,40.555388554028056,38.98848762136511,40.488957106309705,39.03526078353416,40.39947801346459,39.12101158084407,40.04867929719676,39.20676237815398,39.85379112149242,39.28471764843572,39.53417451333728,39.33149081060476,39.425037134942855
M,M0142,2023-04-22,288,39.55036105904531,0.5849748648822702,1.8173583474945532,0.8048668229374568,38.72343970240719,40.28254510804196,38.87935024297069,40.22018089181658,38.92612340513973,40.16561220261936,39.050851837590514,40.04867929719676,39.1989668511258,39.88497322960511,39.36267291871745,39.690085053900745,39.54976556739364,39.65110741875988
M,M0142,2023-04-23,288,39.48068853620078,0.33235144097553526,1.3389205457236042,0.4276676498627041,38.91832787811156,40.25915852695745,39.00407867542147,40.15781667559118,39.06644289164685,40.056474824224935,39.159989215984936,39.814813486351525,39.22235343221034,39.64331189173173,39.30810422952023,39.53417451333728,39.36267291871745,39.49519687819641
M,M0142,2023-04-24,288,39.51996391719671,0.6122739673257495,1.787472013098998,0.8146124293552215,38.83257708080164,40.36829590535187,38.87935024297069,40.28254510804196,38.941714459196064,40.2123853647884,39.03526078353416,40.06427035125312,39.0820339457032,39.8226090133797,39.24574001329485,39.7056761079571,39.36267291871745,39.64331189173173
M,M0142,2023-04-25,288,39.490893097649604,0.23974443633365172,1.5980542438937533,0.4316911326159766,38.83257708080164,40.196794310732045,38.9651010402806,40.04088377016858,39.20676237815398,39.74465374309797,39.33149081060476,39.64331189173173,39.4094460808865,39.5887432025345,39.44842371602736,39.5263789863091,39.4718102971119,39.50299240522459
M,M0142,2023-04-26,288,39.6004364930581,0.4269197979662292,-1.101430368698502,0.42643374319292005,38.59871126995641,40.59436618916892,38.75462181051991,40.50861539185901,39.050851837590514,40.28254510804196,39.30030870249208,39.96292849988684,39.38605949980199,39.78363137823884,39.45621924305554,39.64331189173173,39.48740135116823,39.573152148478144
M,M0142,2023-04-27,288,39.589095083962604,0.5837132477075734,1.6911165841965028,0.7066500428689595,38.778008391604416,40.68011698647884,38.84816813485797,40.38388695940823,38.95730551325242,40.173407729647536,39.11321605381589,40.08765693233762,39.22235343221034,39.947337445830485,39.37826397277381,39.73685821606979,39.45621924305554,39.61992531064719
M,M0142,2023-04-28,288,39.806584874464754,0.564052267668608,1.562045987804038,0.6581012692478379,38.95730551325242,41.25698598656369,39.058647364618665,40.70350356756335,39.30810422952023,40.5397974999717,39.44842371602736,40.22797641884476,39.50299240522459,39.9785195539432,39.573152148478144,39.7992224322952,39.60433425659083,39.75244927012615
M,M0142,2023-04-29,288,39.65738714887263,0.41753287387002747,1.3679875429040487,0.4480185407092835,38.59091574292823,40.51641091888719,38.74682628349173,40.25136299992927,38.91832787811156,40.16561220261936,39.36267291871745,40.0330882431404,39.49519687819641,39.939541918802334,39.5887432025345,39.814813486351525,39.64331189173173,39.75244927012615
M,M0142,2023-04-30,288,39.89685599476263,0.5364879986682968,1.30888150624217,0.6045524609437716,38.71564417537904,40.67232145945066,38.98069209433693,40.60995724322528,39.12880710787225,40.56318408105624,39.565356621449965,40.39947801346459,39.72126716201346,40.11104351342213,39.84599559446424,40.00190613502771,39.88497322960511,39.947337445830485
M,M0142,2023-05-01,288,39.63478553404465,0.40768034170003353,1.6291039148911026,0.4029712279825083,38.31027676991398,40.53200197294355,38.89494129702702,40.321522743182825,39.09762499975953,40.196794310732045,39.32369528357658,40.07986140530944,39.4094460808865,39.939541918802334,39.4718102971119,39.76804032418251,39.49519687819641,39.65890294578806
M,M0142,2023-05-02,288,39.72987472310706,0.548971422293801,-1.2192646584396483,0.5568884449842899,38.91832787811156,40.85161858109866,39.043056310562335,40.75027672973239,39.12880710787225,40.52420644591537,39.26133106735121,40.337113797239184,39.43283266197104,39.85379112149242,39.50299240522459,39.69788058092893,39.54976556739364,39.65890294578806
M,M0142,2023-05-03,288,39.786771243290886,0.7920348393818826,-0.9964790673593109,0.678704048023584,38.67666654023815,41.342736783873605,38.85596366188615,41.00752912166213,39.08982947273138,40.85161858109866,39.22235343221034,40.555388554028056,39.36267291871745,40.204589837760224,39.4718102971119,39.65110741875988,39.49519687819641,39.5887432025345
M,M0142,2023-05-04,288,39.60105905252704,0.5590086545334316,1.7639544589360237,0.7529940982884098,38.98069209433693,40.86720963515502,39.00407867542147,40.4852288107745,39.058647364618665,40.15781667559118,39.175580270041294,40.00190613502771,39.24574001329485,39.88497322960511,39.37046844574563,39.71347163498528,39.44842371602736,39.61992531064719
M,M0142,2023-05-05,288,39.76159818726488,0.36641474166454824,-1.2920047103600214,0.4159090517462206,38.79359944566077,40.77366331081693,39.10542052678771,40.570979608084414,39.40165055385832,40.39168248643641,39.48740135116823,40.056474824224935,39.58094767550632,39.85379112149242,39.64331189173173,39.75244927012615,39.66669847281624,39.72126716201346
M,M0142,2023-05-06,288,39.72110475519971,0.3490283238166338,1.3199863346563572,0.41338141527262584,38.9027368240552,40.61775277025343,39.159989215984936,40.38388695940823,39.23014895923849,40.25915852695745,39.38605949980199,40.11104351342213,39.5263789863091,39.93174639177416,39.5887432025345,39.73685821606979,39.62772083767537,39.69788058092893
M,M0142,2023-05-07,288,39.930176459222864,0.559825678428686,1.258513953958923,0.6011149263677797,38.84037260782982,41.01532464869031,39.06644289164685,40.77366331081693,39.23014895923849,40.51641091888719,39.46401477008372,40.41506906752092,39.59653872956268,40.2123853647884,39.814813486351525,40.0954524593658,39.90835981068962,40.06427035125312
M,M0142,2023-05-08,288,40.129639093502895,0.7886342432498689,1.6475781435883539,0.674531699170063,38.97289656730875,41.41289652712719,39.20676237815398,41.26478151359187,39.37046844574563,41.21800835142282,39.573152148478144,40.94516490543674,39.64331189173173,40.56318408105624,39.75244927012615,40.056474824224935,39.84599559446424,40.00970166205589
